"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2003",19.391,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2003",15.093,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2003",13.841,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2003",21.014,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2003",16.356,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2003",14.999,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2003",17.637,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2003",13.728,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2003",12.589,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2002",18.639,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2002",14.482,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2002",11.869,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2002",20.231,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2002",15.719,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2002",12.883,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2002",16.891,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2002",13.124,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2002",10.756,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2001",18.096,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2001",14.237,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2001",11.684,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2001",19.757,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2001",15.543,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2001",12.756,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2001",16.28,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2001",12.809,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2001",10.511,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2000",17.165,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2000",13.515,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2000",11.556,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2000",18.735,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2000",14.751,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2000",12.613,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2000",15.42,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2000",12.141,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2000",10.381,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","1999",16.734,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","1999",13.22,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","1999",11.263,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","1999",18.238,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","1999",14.408,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","1999",12.276,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","1999",15.064,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","1999",11.901,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","1999",10.139,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","1998",16.371,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","1998",12.951,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","1998",11.035,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","1998",17.796,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","1998",14.078,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","1998",11.996,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","1998",14.778,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","1998",11.69,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","1998",9.961,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","1997",15.922,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","1997",12.661,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","1997",11.5,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","1997",17.28,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","1997",13.74,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","1997",12.48,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","1997",14.379,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","1997",11.433,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","1997",10.385,,,"Currency: CAN - Canadian Dollar (CAD)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2024",46.835,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2024",33.382,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2024",50.694,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2024",50.008,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2024",35.644,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2024",54.128,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2024",43.344,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2024",30.894,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2024",46.914,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2023",46.06,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2023",32.974,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2023",49.803,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2023",49.124,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2023",35.167,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2023",53.116,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2023",42.676,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2023",30.552,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2023",46.144,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2022",45.124,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2022",34.929,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2022",47.518,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2022",47.629,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2022",36.868,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2022",50.156,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2022",42.317,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2022",32.756,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2022",44.562,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2021",46.159,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2021",28.654,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2021",54.594,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2021",49.569,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2021",30.772,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2021",58.628,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2021",42.345,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2021",26.287,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2021",50.084,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2020",46.763,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2020",29.834,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2020",53.413,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2020",48.899,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2020",31.197,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2020",55.853,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2020",44.321,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2020",28.276,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2020",50.623,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2019",43.207,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2019",29.361,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2019",48.369,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2019",45.879,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2019",31.176,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2019",51.36,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2019",40.181,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2019",27.305,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2019",44.982,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2018",42.519,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2018",25.99,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2018",50.213,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2018",46.04,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2018",28.142,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2018",54.371,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2018",38.535,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2018",23.554,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2018",45.508,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2017",41.636,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2017",26.416,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2017",47.035,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2017",44.144,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2017",28.007,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2017",49.869,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2017",38.766,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2017",24.595,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2017",43.793,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2016",40.799,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2016",26.284,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2016",45.16,,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
