"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Ghana","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2015",4.908,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2015",3.724,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2015",1.321,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2013",3.535,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2013",3.761,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2013",1.784,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2013",3.746,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2013",3.985,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2013",1.891,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2013",3.042,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2013",3.236,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2013",1.535,"Break in series",,"Currency: GHA - Cedi (GHS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2006",6675.102,"Break in series",,"Currency: GHA - Cedi (GHP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2006",6991.822,"Break in series",,"Currency: GHA - Cedi (GHP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2006",5744.668,"Break in series",,"Currency: GHA - Cedi (GHP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","1991",217.025,,,"Currency: GHA - Cedi (GHP)","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","1991",226.859,,,"Currency: GHA - Cedi (GHP)","Repository: ILO-STATISTICS - Micro data processing"
"Ghana","HIES - Living Standards Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","1991",187.808,,,"Currency: GHA - Cedi (GHP)","Repository: ILO-STATISTICS - Micro data processing"
"Guinea","LFS - National Survey on Employment and the Informal Sector","Average hourly earnings of employees by sex","Total","Currency: Local currency","2019",12072.141,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: GIN - Guinean franc (GNF)","Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents"
"Guinea","LFS - National Survey on Employment and the Informal Sector","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2019",4.009,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: GIN - Guinean franc (GNF)","Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents"
"Guinea","LFS - National Survey on Employment and the Informal Sector","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2019",1.314,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: GIN - Guinean franc (GNF)","Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents"
"Guinea","LFS - National Survey on Employment and the Informal Sector","Average hourly earnings of employees by sex","Male","Currency: Local currency","2019",12591.396,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: GIN - Guinean franc (GNF)","Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents"
"Guinea","LFS - National Survey on Employment and the Informal Sector","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2019",4.182,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: GIN - Guinean franc (GNF)","Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents"
"Guinea","LFS - National Survey on Employment and the Informal Sector","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2019",1.371,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: GIN - Guinean franc (GNF)","Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents"
"Guinea","LFS - National Survey on Employment and the Informal Sector","Average hourly earnings of employees by sex","Female","Currency: Local currency","2019",9979.955,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: GIN - Guinean franc (GNF)","Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents"
"Guinea","LFS - National Survey on Employment and the Informal Sector","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2019",3.315,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: GIN - Guinean franc (GNF)","Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents"
"Guinea","LFS - National Survey on Employment and the Informal Sector","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2019",1.087,,,"Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: GIN - Guinean franc (GNF)","Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2018",23.236,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2018",1.559,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2018",0.483,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2018",23.2,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2018",1.556,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2018",0.482,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2018",23.323,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2018",1.565,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2018",0.484,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2012",18.397,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2012",1.669,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2012",0.574,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2012",19.026,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2012",1.726,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2012",0.593,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2012",16.797,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2012",1.524,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Gambia","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2012",0.524,"Break in series",,"Currency: GMB - Dalasi (GMD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2020",5.966,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2020",9.619,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2020",6.815,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2020",6.062,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2020",9.773,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2020",6.924,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2020",5.851,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2020",9.433,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2020",6.683,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2019",5.734,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2019",9.27,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2019",6.419,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2019",5.87,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2019",9.491,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2019",6.571,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2019",5.572,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2019",9.009,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2019",6.238,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2018",5.634,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2018",8.793,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2018",6.654,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2018",5.735,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2018",8.95,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2018",6.772,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2018",5.508,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2018",8.597,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2018",6.505,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2017",5.625,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2017",8.628,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2017",6.354,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2017",5.686,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2017",8.722,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2017",6.423,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2017",5.548,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2017",8.511,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2017",6.268,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2016",5.558,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2016",8.414,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2016",6.152,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2016",5.666,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2016",8.577,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2016",6.271,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2016",5.425,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2016",8.212,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2016",6.005,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2015",5.59,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2015",8.144,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2015",6.203,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2015",5.707,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2015",8.314,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2015",6.332,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2015",5.452,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2015",7.942,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","LFS - Labour Force Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2015",6.048,,,"Currency: GRC - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2014",9.48,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2014",13.82,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2014",12.594,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2014",10.07,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2014",14.68,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2014",13.378,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2014",8.81,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2014",12.844,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2014",11.704,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2010",10.97,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Total","Currency: 2021 PPP $","2010",13.996,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Total","Currency: U.S. dollars","2010",14.543,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Male","Currency: Local currency","2010",11.81,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Male","Currency: 2021 PPP $","2010",15.068,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Male","Currency: U.S. dollars","2010",15.657,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Female","Currency: Local currency","2010",10.03,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Female","Currency: 2021 PPP $","2010",12.797,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Greece","ES - Structure of Earnings Survey","Average hourly earnings of employees by sex","Female","Currency: U.S. dollars","2010",13.297,,,"Currency: GRC - Euro (EUR)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
"Guatemala","HIES - Household Income and Expenditure Survey","Average hourly earnings of employees by sex","Total","Currency: Local currency","2023",16.056,,,"Currency: GTM - Quetzal (GTQ)","Repository: ILO-STATISTICS - Micro data processing"
